class,odor,spore-print-color,habitat,population,cap-shape,gill-size
p,y,w,p,v,x,n
p,f,w,l,v,x,n
p,f,w,p,v,f,n
p,y,w,l,v,k,n
p,f,w,p,v,k,n
p,s,w,l,v,k,n
p,f,w,d,v,x,n
e,n,w,p,y,b,b
p,y,w,p,v,k,n
p,f,w,p,v,x,n
p,f,w,p,v,x,n
p,s,w,l,v,f,n
e,n,n,l,c,b,b
e,n,w,g,n,k,b
p,m,w,d,c,k,b
p,y,w,l,v,k,n
p,y,w,d,v,f,n
e,n,o,l,c,k,b
p,s,w,d,v,f,n
p,s,w,d,v,k,n
e,n,w,g,s,k,b
e,n,w,g,s,x,b
e,n,o,l,v,k,b
p,s,w,d,v,k,n
p,s,w,l,v,k,n
p,s,w,p,v,k,n
e,n,w,g,s,x,b
e,n,w,g,n,k,b
e,n,w,g,s,k,b
p,f,w,l,v,k,n
p,s,w,p,v,x,n
e,n,w,g,s,k,b
e,n,w,g,s,x,b
p,f,w,d,v,k,n
e,n,w,g,s,b,b
p,s,w,p,v,k,n
p,f,w,p,v,f,n
p,f,w,d,v,f,n
e,n,w,g,s,k,b
e,n,w,g,n,x,b
p,y,w,p,v,f,n
p,f,w,d,v,x,n
e,n,w,g,s,x,b
e,n,w,g,n,k,b
p,s,w,d,v,f,n
e,n,w,p,v,f,b
p,y,w,d,v,k,n
p,y,w,p,v,x,n
e,n,b,l,c,k,b
e,n,n,l,c,x,b
p,s,w,l,v,k,n
p,y,w,d,v,x,n
p,s,w,d,v,x,n
p,y,w,d,v,k,n
p,y,w,l,v,x,n
e,n,w,g,n,k,b
e,n,n,l,c,k,b
p,m,w,d,c,k,b
e,n,w,g,s,x,b
e,n,o,l,v,x,b
e,n,b,l,v,x,b
p,s,w,p,v,k,n
e,n,w,g,n,k,b
e,n,w,g,s,x,b
e,n,n,l,v,f,b
p,y,w,d,v,k,n
p,s,w,l,v,k,n
p,s,w,d,v,f,n
p,y,w,p,v,f,n
e,n,w,g,n,k,b
p,s,w,d,v,f,n
p,s,w,p,v,f,n
p,s,w,l,v,k,n
e,n,w,g,s,k,b
e,n,y,l,c,b,b
p,f,w,l,v,k,n
p,s,w,p,v,x,n
e,n,o,l,v,b,b
p,y,w,d,v,k,n
p,y,w,p,v,k,n
p,s,w,l,v,k,n
p,s,w,p,v,f,n
p,s,w,p,v,x,n
p,y,w,d,v,x,n
p,s,w,d,v,x,n
p,y,w,d,v,k,n
e,n,w,p,y,x,b
p,y,w,d,v,f,n
p,m,w,d,c,x,b
p,f,w,l,v,k,n
e,n,w,g,s,k,b
p,f,w,d,v,k,n
p,y,w,p,v,f,n
p,s,w,p,v,k,n
p,y,w,d,v,k,n
p,f,w,d,v,f,n
e,n,w,p,y,f,b
p,f,w,l,v,f,n
p,f,w,d,v,k,n
p,y,w,l,v,x,n
p,y,w,l,v,f,n
p,f,w,p,v,x,n
e,n,n,l,c,f,b
p,s,w,d,v,f,n
p,s,w,p,v,x,n
p,f,w,d,v,x,n
p,s,w,p,v,x,n
p,f,w,l,v,k,n
p,y,w,l,v,x,n
e,n,w,g,s,b,b
p,s,w,p,v,k,n
p,s,w,l,v,k,n
e,n,w,g,n,k,b
e,n,n,l,v,f,b
p,m,w,d,c,f,b
p,s,w,d,v,k,n
p,f,w,l,v,f,n
p,f,w,p,v,k,n
p,y,w,l,v,k,n
p,y,w,p,v,k,n
p,y,w,l,v,k,n
e,n,w,g,n,x,b
p,f,w,p,v,k,n
p,m,w,d,c,x,b
p,s,w,p,v,k,n
p,s,w,l,v,k,n
e,n,w,g,s,b,b
p,y,w,d,v,k,n
p,y,w,p,v,x,n
p,f,w,l,v,f,n
p,y,w,p,v,f,n
p,f,w,d,v,k,n
p,f,w,d,v,k,n
e,n,w,g,n,b,b
p,m,w,d,c,k,b
p,y,w,d,v,f,n
p,f,w,p,v,k,n
p,f,w,p,v,k,n
p,s,w,l,v,x,n
e,n,w,p,v,x,b
p,y,w,d,v,f,n
p,y,w,p,v,k,n
e,n,w,g,n,k,b
p,s,w,d,v,x,n
p,y,w,d,v,k,n
p,s,w,d,v,x,n
e,n,w,g,n,k,b
p,s,w,p,v,f,n
p,s,w,p,v,k,n
p,y,w,p,v,k,n
p,f,w,l,v,f,n
e,n,y,l,v,f,b
p,y,w,d,v,f,n
p,y,w,d,v,k,n
p,y,w,d,v,k,n
p,f,w,l,v,k,n
e,n,b,l,v,b,b
e,n,w,g,s,k,b
e,n,n,l,v,x,b
e,n,w,g,n,x,b
p,y,w,d,v,k,n
p,f,w,d,v,f,n
p,s,w,d,v,k,n
p,y,w,p,v,k,n
e,n,w,g,n,b,b
p,s,w,d,v,f,n
e,n,w,g,n,b,b
p,f,w,d,v,x,n
p,f,w,l,v,x,n
p,m,w,d,c,f,b
p,s,w,d,v,f,n
p,s,w,l,v,x,n
p,s,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,l,v,f,n
p,s,w,d,v,x,n
e,n,w,g,s,k,b
p,y,w,p,v,x,n
p,y,w,l,v,k,n
p,s,w,l,v,k,n
p,y,w,p,v,x,n
e,n,w,g,n,b,b
p,s,w,l,v,x,n
p,s,w,d,v,f,n
p,s,w,d,v,k,n
e,n,w,g,s,b,b
p,y,w,p,v,x,n
p,y,w,p,v,f,n
p,y,w,d,v,f,n
p,m,w,d,c,f,b
e,n,w,g,s,b,b
p,f,w,p,v,f,n
p,f,w,l,v,k,n
e,n,w,g,n,k,b
p,f,w,l,v,k,n
p,s,w,l,v,x,n
e,n,y,l,c,b,b
p,f,w,l,v,k,n
p,s,w,l,v,f,n
e,n,b,l,c,x,b
p,f,w,l,v,k,n
p,f,w,d,v,k,n
p,s,w,p,v,k,n
p,s,w,p,v,k,n
e,n,w,p,y,f,b
e,n,n,l,c,f,b
e,n,w,g,n,b,b
p,s,w,p,v,k,n
e,n,w,g,n,b,b
p,y,w,p,v,k,n
p,s,w,d,v,k,n
e,n,y,l,c,x,b
p,y,w,p,v,x,n
p,f,w,d,v,x,n
p,y,w,l,v,f,n
p,s,w,p,v,f,n
p,s,w,p,v,x,n
p,f,w,d,v,k,n
e,n,w,d,y,k,b
p,f,w,d,v,f,n
p,s,w,p,v,k,n
p,y,w,p,v,f,n
p,f,w,d,v,f,n
e,n,w,g,n,k,b
p,f,w,d,v,k,n
e,n,w,g,s,b,b
p,y,w,l,v,k,n
e,n,w,g,n,x,b
e,n,y,l,c,k,b
p,f,w,p,v,k,n
p,f,w,l,v,k,n
e,n,w,g,n,k,b
p,y,w,l,v,x,n
p,s,w,l,v,k,n
e,n,w,g,n,x,b
p,f,w,p,v,k,n
p,f,w,l,v,k,n
p,f,w,l,v,k,n
p,s,w,p,v,k,n
p,s,w,p,v,k,n
e,n,w,g,n,k,b
p,f,w,p,v,k,n
p,f,w,l,v,k,n
e,n,w,g,n,x,b
e,n,y,l,v,f,b
e,n,w,g,n,k,b
p,s,w,p,v,x,n
p,f,w,d,v,k,n
p,s,w,p,v,k,n
e,n,w,g,s,x,b
p,s,w,p,v,k,n
e,n,y,l,v,f,b
e,n,w,g,n,k,b
p,m,w,d,c,f,b
e,n,w,g,s,b,b
p,y,w,p,v,f,n
e,n,b,l,c,b,b
e,n,w,g,n,b,b
e,n,y,l,c,k,b
e,n,w,g,n,b,b
p,f,w,l,v,k,n
p,y,w,p,v,k,n
e,n,o,l,c,f,b
p,y,w,p,v,k,n
p,y,w,p,v,f,n
p,y,w,l,v,k,n
p,s,w,l,v,k,n
e,n,y,l,v,b,b
e,n,w,g,s,k,b
e,n,o,l,c,b,b
p,s,w,l,v,k,n
p,s,w,l,v,k,n
p,y,w,p,v,k,n
p,y,w,l,v,k,n
e,n,n,l,c,f,b
p,y,w,d,v,k,n
e,n,o,l,v,x,b
p,y,w,d,v,k,n
e,n,w,g,s,k,b
p,f,w,d,v,k,n
p,f,w,d,v,k,n
e,n,w,g,s,k,b
p,y,w,p,v,f,n
e,n,w,g,n,x,b
p,f,w,p,v,k,n
p,f,w,d,v,f,n
e,n,w,g,n,x,b
p,s,w,l,v,k,n
p,m,w,d,c,f,b
e,n,w,g,n,b,b
p,y,w,p,v,k,n
p,s,w,d,v,x,n
p,y,w,l,v,k,n
e,n,w,g,n,k,b
e,n,w,g,s,k,b
p,s,w,d,v,k,n
e,n,w,g,n,k,b
p,f,w,d,v,k,n
p,y,w,l,v,k,n
e,n,w,g,s,k,b
p,y,w,l,v,k,n
e,n,w,g,s,b,b
p,y,w,d,v,k,n
e,n,w,g,n,x,b
e,n,n,l,v,b,b
p,s,w,d,v,k,n
p,f,w,p,v,k,n
e,n,w,g,n,x,b
p,m,w,d,c,x,b
p,y,w,p,v,k,n
p,f,w,l,v,k,n
p,y,w,p,v,k,n
p,f,w,d,v,k,n
e,n,b,l,c,k,b
p,f,w,l,v,k,n
e,n,w,d,y,f,b
e,n,w,g,n,k,b
p,y,w,l,v,f,n
p,n,w,l,c,k,n
p,y,w,p,v,k,n
p,s,w,l,v,k,n
p,s,w,l,v,k,n
e,n,n,l,c,b,b
e,n,w,p,y,x,b
e,n,w,g,n,k,b
p,s,w,p,v,f,n
p,s,w,p,v,k,n
p,s,w,l,v,k,n
e,n,w,g,n,b,b
e,n,o,l,c,f,b
p,y,w,p,v,k,n
p,f,w,d,v,k,n
e,n,w,g,s,x,b
p,y,w,l,v,k,n
e,n,w,g,s,x,b
p,y,w,l,v,k,n
p,s,w,p,v,k,n
e,n,w,g,n,x,b
e,n,w,g,n,x,b
p,f,w,d,v,k,n
p,f,w,l,v,k,n
p,s,w,d,v,k,n
e,n,w,g,n,b,b
p,f,w,p,v,f,n
p,y,w,d,v,k,n
p,f,w,l,v,k,n
p,m,w,d,c,x,b
p,f,w,l,v,k,n
e,n,y,l,c,f,b
p,f,w,d,v,x,n
e,n,y,l,v,f,b
e,n,w,g,n,b,b
e,n,w,g,n,b,b
p,s,w,l,v,k,n
p,y,w,d,v,k,n
p,f,w,p,v,k,n
p,y,w,d,v,k,n
e,n,w,g,s,b,b
e,n,w,g,n,k,b
p,m,w,d,c,f,b
p,f,w,d,v,k,n
p,f,w,p,v,k,n
p,y,w,d,v,f,n
p,s,w,d,v,x,n
p,s,w,p,v,k,n
p,m,w,d,c,k,b
p,s,w,d,v,k,n
e,n,w,g,n,k,b
p,y,w,l,v,f,n
e,n,w,g,s,b,b
p,f,w,d,v,f,n
p,y,w,l,v,k,n
e,n,w,g,s,k,b
e,n,w,g,s,x,b
p,y,w,l,v,k,n
e,n,y,l,c,k,b
e,n,w,p,y,f,b
e,n,w,g,n,b,b
p,s,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,l,v,k,n
e,n,w,g,n,k,b
e,n,w,g,s,x,b
e,n,w,p,y,x,b
e,n,w,g,s,k,b
p,y,w,l,v,k,n
p,y,w,p,v,k,n
p,y,w,p,v,k,n
p,f,w,p,v,x,n
e,n,o,l,c,k,b
p,n,w,l,c,f,n
p,m,w,d,c,x,b
p,y,w,d,v,x,n
e,n,w,p,v,x,b
p,s,w,p,v,k,n
e,n,w,g,n,k,b
e,n,w,g,s,b,b
p,f,w,p,v,k,n
e,n,b,l,v,x,b
e,n,b,l,v,b,b
e,n,w,p,y,f,b
e,n,w,g,s,k,b
p,y,w,d,v,f,n
p,f,w,d,v,k,n
p,s,w,l,v,f,n
p,y,w,d,v,k,n
p,f,w,l,v,k,n
p,y,w,p,v,k,n
e,n,w,g,n,b,b
p,m,w,d,c,k,b
p,y,w,d,v,k,n
e,n,y,l,v,k,b
p,f,w,p,v,k,n
e,n,w,g,s,b,b
e,n,w,g,s,x,b
p,s,w,l,v,k,n
p,y,w,p,v,k,n
p,f,w,d,v,k,n
p,f,w,p,v,k,n
p,s,w,l,v,k,n
p,y,w,p,v,k,n
e,n,w,g,s,b,b
p,y,w,p,v,k,n
e,n,w,g,s,b,b
p,n,w,l,c,c,n
p,s,w,p,v,x,n
p,y,w,l,v,k,n
e,n,w,g,s,x,b
e,n,y,l,v,b,b
p,y,w,l,v,k,n
e,n,n,l,c,b,b
p,y,w,l,v,k,n
p,f,w,l,v,k,n
p,y,w,p,v,k,n
e,n,w,g,s,b,b
e,n,n,l,c,k,b
e,n,n,l,v,b,b
p,f,w,d,v,x,n
e,n,w,p,v,x,b
e,n,w,g,s,x,b
p,s,w,l,v,k,n
e,n,w,g,n,k,b
p,f,w,p,v,k,n
p,y,w,d,v,k,n
p,s,w,d,v,k,n
e,n,w,p,y,f,b
p,f,w,d,v,k,n
p,f,w,p,v,k,n
e,n,b,l,c,f,b
p,f,w,l,v,k,n
p,y,w,d,v,k,n
p,y,w,d,v,k,n
p,s,w,p,v,f,n
p,f,w,p,v,k,n
p,s,w,l,v,k,n
e,n,o,l,c,x,b
p,s,w,p,v,f,n
e,n,w,g,s,k,b
p,s,w,l,v,k,n
p,y,w,l,v,k,n
e,n,o,l,v,f,b
p,s,w,l,v,k,n
e,n,w,g,s,x,b
e,n,o,l,v,k,b
p,s,w,p,v,f,n
p,s,w,d,v,k,n
e,n,w,p,y,f,b
e,n,w,g,n,x,b
e,n,w,g,n,k,b
e,n,b,l,c,b,b
p,s,w,p,v,k,n
p,y,w,l,v,k,n
e,n,w,p,y,k,b
e,n,w,g,s,x,b
p,f,w,p,v,k,n
p,f,w,l,v,k,n
p,f,w,d,v,k,n
p,f,w,l,v,f,n
e,n,b,l,v,f,b
p,f,w,d,v,f,n
p,s,w,p,v,k,n
p,f,w,l,v,k,n
e,n,y,l,c,b,b
e,n,w,g,n,x,b
p,s,w,p,v,k,n
p,f,w,p,v,k,n
e,n,w,g,s,x,b
p,s,w,d,v,k,n
p,s,w,d,v,k,n
p,y,w,l,v,k,n
e,n,o,l,c,b,b
e,n,w,g,s,b,b
p,m,w,d,c,x,b
p,f,w,p,v,k,n
p,f,w,d,v,k,n
p,y,w,d,v,k,n
p,f,w,d,v,k,n
p,s,w,l,v,k,n
p,s,w,d,v,k,n
p,y,w,p,v,x,n
p,s,w,d,v,k,n
p,y,w,d,v,k,n
e,n,w,g,s,b,b
p,m,w,d,c,k,b
e,n,w,p,v,f,b
p,y,w,p,v,k,n
p,n,w,l,c,f,n
p,s,w,l,v,k,n
p,m,w,d,c,f,b
e,n,w,g,n,x,b
p,y,w,d,v,k,n
p,s,w,l,v,k,n
p,y,w,d,v,f,n
e,n,y,l,c,f,b
p,s,w,d,v,k,n
p,f,w,d,v,f,n
p,s,w,p,v,k,n
p,s,w,l,v,f,n
p,s,w,p,v,k,n
p,s,w,d,v,x,n
p,y,w,p,v,k,n
e,n,w,g,s,x,b
e,n,w,g,s,x,b
e,n,w,g,s,x,b
p,s,w,d,v,k,n
p,f,w,d,v,k,n
p,y,w,p,v,k,n
p,f,w,d,v,k,n
p,y,w,p,v,k,n
p,f,w,l,v,k,n
p,y,w,p,v,k,n
p,y,w,d,v,k,n
p,s,w,d,v,k,n
e,n,o,l,c,f,b
p,s,w,d,v,f,n
p,s,w,l,v,k,n
e,n,w,g,n,x,b
e,n,w,g,n,x,b
p,s,w,d,v,k,n
e,n,o,l,c,x,b
p,s,w,l,v,k,n
p,s,w,l,v,k,n
p,s,w,p,v,k,n
p,s,w,l,v,k,n
p,f,w,l,v,k,n
e,n,b,l,c,b,b
e,n,n,l,c,f,b
e,n,w,g,s,b,b
p,y,w,l,v,k,n
e,n,n,l,c,x,b
p,s,w,d,v,k,n
e,n,w,g,s,b,b
e,n,w,g,n,b,b
p,s,w,d,v,x,n
e,n,b,l,c,x,b
e,n,w,g,n,x,b
e,n,w,p,y,x,b
e,n,w,g,s,k,b
e,n,w,g,n,x,b
p,m,w,d,c,f,b
e,n,y,l,c,x,b
p,y,w,l,v,k,n
p,s,w,l,v,k,n
e,n,w,g,n,x,b
e,n,w,g,s,k,b
e,n,w,g,s,b,b
e,n,b,l,v,k,b
p,f,w,p,v,k,n
p,s,w,p,v,f,n
p,s,w,l,v,k,n
e,n,n,l,v,k,b
e,n,w,p,v,f,b
p,f,w,p,v,k,n
e,n,w,g,s,b,b
p,y,w,p,v,k,n
e,n,w,g,s,k,b
p,s,w,l,v,k,n
p,s,w,l,v,k,n
e,n,b,l,c,f,b
p,y,w,l,v,k,n
p,f,w,d,v,k,n
e,n,y,l,v,x,b
e,n,w,g,n,x,b
e,n,w,g,n,x,b
e,n,b,l,v,x,b
p,y,w,p,v,k,n
p,y,w,p,v,k,n
e,n,w,g,s,x,b
p,y,w,d,v,k,n
e,n,w,g,s,x,b
p,s,w,l,v,k,n
p,f,w,d,v,f,n
p,s,w,d,v,k,n
e,n,w,p,y,k,b
p,y,w,l,v,k,n
p,y,w,p,v,k,n
e,n,w,g,s,b,b
p,s,w,l,v,k,n
p,f,w,p,v,k,n
e,n,w,g,n,k,b
p,f,w,l,v,k,n
p,y,w,l,v,k,n
p,s,w,p,v,k,n
p,y,w,d,v,k,n
e,n,w,g,n,k,b
p,y,w,d,v,k,n
p,s,w,d,v,k,n
e,n,w,g,s,b,b
e,n,w,g,n,x,b
e,n,w,g,s,b,b
p,s,w,p,v,k,n
p,y,w,p,v,k,n
p,y,w,d,v,k,n
e,n,w,g,s,b,b
p,f,w,d,v,f,n
p,s,w,d,v,k,n
e,n,w,g,s,k,b
p,y,w,d,v,k,n
p,f,w,l,v,k,n
p,s,w,d,v,k,n
e,n,w,p,v,x,b
p,f,w,p,v,k,n
p,f,w,p,v,k,n
p,n,w,l,c,b,n
p,f,w,l,v,k,n
e,n,w,p,y,x,b
p,f,w,p,v,k,n
e,n,w,g,s,k,b
p,s,w,d,v,k,n
p,f,w,d,v,k,n
p,y,w,l,v,k,n
p,y,w,l,v,k,n
e,n,w,g,n,x,b
e,n,w,g,n,b,b
p,s,w,d,v,k,n
e,n,n,l,c,b,b
p,y,w,p,v,k,n
p,y,w,p,v,k,n
e,n,w,g,s,b,b
p,y,w,p,v,k,n
e,n,o,l,v,b,b
p,y,w,p,v,f,n
p,y,w,d,v,k,n
p,y,w,l,v,k,n
p,y,w,l,v,k,n
e,n,w,g,n,b,b
e,n,w,g,s,k,b
p,y,w,l,v,k,n
p,f,w,d,v,f,n
e,n,w,g,s,x,b
e,n,b,l,c,x,b
p,s,w,p,v,k,n
p,s,w,l,v,k,n
e,n,b,l,v,k,b
e,n,w,g,s,b,b
e,n,w,g,n,x,b
p,y,w,p,v,f,n
p,f,w,l,v,k,n
p,m,w,d,c,x,b
e,n,y,l,c,f,b
p,f,w,d,v,k,n
p,s,w,d,v,x,n
p,s,w,d,v,k,n
e,n,w,g,s,b,b
e,n,w,g,s,b,b
e,n,w,g,n,k,b
e,n,w,g,n,k,b
e,n,w,g,n,x,b
p,s,w,p,v,k,n
p,s,w,l,v,f,n
p,s,w,l,v,k,n
p,f,w,l,v,f,n
e,n,w,g,s,b,b
e,n,w,g,s,k,b
e,n,w,g,n,b,b
e,n,b,l,c,f,b
p,s,w,d,v,k,n
p,f,w,p,v,k,n
p,y,w,p,v,k,n
p,y,w,d,v,f,n
p,f,w,l,v,x,n
e,n,o,l,v,f,b
e,n,w,g,s,k,b
p,y,w,d,v,k,n
p,y,w,d,v,x,n
e,n,w,g,s,b,b
p,s,w,d,v,k,n
e,n,y,l,c,b,b
e,n,n,l,v,f,b
p,s,w,p,v,k,n
p,s,w,d,v,k,n
p,s,w,p,v,k,n
p,s,w,p,v,k,n
p,f,w,d,v,k,n
e,n,w,g,s,x,b
p,f,w,d,v,k,n
e,n,w,p,v,f,b
e,n,n,l,v,b,b
p,y,w,l,v,k,n
p,f,w,d,v,k,n
p,f,w,p,v,k,n
e,n,w,g,s,b,b
p,s,w,p,v,k,n
e,n,w,g,s,b,b
p,f,w,l,v,k,n
e,n,w,g,s,x,b
p,f,w,l,v,k,n
p,s,w,d,v,k,n
e,n,w,g,n,x,b
p,f,w,d,v,k,n
p,s,w,p,v,k,n
e,n,o,l,v,k,b
e,n,n,l,v,k,b
p,y,w,l,v,k,n
p,s,w,p,v,k,n
e,n,n,l,c,k,b
p,y,w,d,v,k,n
p,f,w,d,v,k,n
p,s,w,d,v,k,n
p,f,w,d,v,k,n
p,f,w,l,v,k,n
e,n,w,g,n,k,b
e,n,n,l,v,b,b
p,s,w,d,v,k,n
e,n,b,l,v,f,b
e,n,w,p,y,f,b
p,y,w,l,v,k,n
e,n,w,p,y,f,b
e,n,w,p,v,x,b
p,n,w,l,c,c,n
p,f,w,p,v,k,n
p,f,w,d,v,k,n
p,m,w,d,c,k,b
e,n,o,l,v,b,b
p,s,w,l,v,k,n
e,n,w,g,s,x,b
p,f,w,l,v,x,n
p,m,w,d,c,x,b
p,s,w,l,v,f,n
e,n,b,l,c,k,b
e,n,w,d,y,b,b
p,s,w,d,v,f,n
p,y,w,p,v,k,n
e,n,w,g,s,b,b
e,n,w,p,v,x,b
p,s,w,p,v,f,n
e,n,y,l,c,k,b
e,n,w,g,n,b,b
e,n,w,g,n,x,b
p,y,w,d,v,k,n
p,m,w,d,c,x,b
p,s,w,p,v,k,n
e,n,b,l,c,x,b
p,f,w,p,v,k,n
p,s,w,l,v,x,n
p,y,w,l,v,k,n
p,s,w,d,v,k,n
p,f,w,l,v,k,n
p,f,w,d,v,k,n
e,n,w,g,n,b,b
e,n,y,l,v,k,b
p,s,w,p,v,k,n
p,n,w,l,c,k,n
e,n,w,g,n,k,b
e,n,y,l,c,x,b
p,s,w,p,v,k,n
e,n,w,g,s,k,b
e,n,w,g,n,k,b
e,n,b,l,c,f,b
e,n,w,g,n,x,b
e,n,w,g,n,b,b
e,n,w,g,n,x,b
e,n,w,g,n,k,b
p,f,w,d,v,k,n
p,s,w,d,v,k,n
e,n,w,g,s,k,b
e,n,w,g,s,x,b
p,f,w,p,v,k,n
p,s,w,d,v,k,n
p,f,w,p,v,k,n
p,f,w,p,v,k,n
p,s,w,l,v,k,n
e,n,n,l,v,b,b
p,s,w,p,v,k,n
e,n,w,g,n,x,b
e,n,y,l,v,x,b
e,n,w,g,n,b,b
p,s,w,p,v,k,n
e,n,n,l,v,x,b
p,f,w,d,v,k,n
p,f,w,d,v,k,n
p,s,w,p,v,k,n
e,n,w,g,s,b,b
p,f,w,d,v,k,n
p,s,w,d,v,k,n
e,n,w,g,s,b,b
p,y,w,d,v,k,n
p,y,w,p,v,x,n
p,f,w,l,v,k,n
e,n,w,g,n,x,b
e,n,w,g,s,x,b
p,s,w,p,v,k,n
e,n,w,d,y,k,b
p,y,w,d,v,k,n
p,s,w,l,v,k,n
e,n,o,l,v,b,b
e,n,w,g,n,b,b
p,f,w,l,v,k,n
p,s,w,l,v,k,n
p,f,w,p,v,f,n
p,f,w,d,v,f,n
e,n,y,l,c,f,b
p,y,w,d,v,k,n
e,n,w,g,s,k,b
e,n,b,l,c,b,b
p,s,w,p,v,k,n
p,y,w,p,v,k,n
p,s,w,d,v,k,n
e,n,w,g,n,k,b
p,y,w,l,v,k,n
e,n,w,g,s,x,b
p,s,w,d,v,k,n
p,s,w,d,v,k,n
p,s,w,d,v,k,n
p,m,w,d,c,f,b
p,s,w,d,v,x,n
e,n,w,g,s,k,b
p,y,w,l,v,k,n
p,m,w,d,c,x,b
p,y,w,l,v,f,n
e,n,b,l,c,k,b
p,s,w,p,v,k,n
e,n,w,g,n,b,b
e,n,w,g,n,b,b
e,n,y,l,v,x,b
p,s,w,l,v,k,n
e,n,o,l,c,f,b
e,n,w,g,n,x,b
p,s,w,l,v,k,n
p,y,w,p,v,k,n
e,n,w,g,n,x,b
e,n,w,g,n,b,b
p,f,w,d,v,k,n
p,m,w,d,c,k,b
p,f,w,p,v,k,n
p,f,w,p,v,k,n
e,n,w,g,s,x,b
p,f,w,l,v,k,n
e,n,b,l,v,b,b
p,s,w,d,v,k,n
p,s,w,p,v,k,n
e,n,y,l,v,b,b
e,n,n,l,v,f,b
e,n,w,g,n,k,b
e,n,y,l,c,f,b
p,y,w,l,v,k,n
e,n,b,l,v,b,b
e,n,n,l,c,k,b
p,y,w,d,v,k,n
e,n,n,l,c,f,b
p,f,w,d,v,k,n
e,n,w,g,n,b,b
p,y,w,d,v,k,n
e,n,b,l,v,f,b
p,s,w,l,v,k,n
e,n,w,g,s,x,b
e,n,w,g,s,x,b
e,n,b,l,v,k,b
e,n,b,l,c,x,b
p,y,w,d,v,k,n
e,n,w,g,n,x,b
p,f,w,d,v,k,n
p,s,w,d,v,k,n
p,f,w,p,v,k,n
p,f,w,d,v,k,n
p,s,w,l,v,k,n
p,s,w,l,v,k,n
e,n,w,g,n,x,b
p,s,w,l,v,k,n
p,y,w,p,v,k,n
p,s,w,p,v,k,n
e,n,w,g,n,x,b
e,n,o,l,c,x,b
e,n,w,g,n,b,b
p,f,w,l,v,k,n
p,f,w,l,v,k,n
p,s,w,d,v,k,n
p,f,w,p,v,x,n
p,f,w,d,v,k,n
e,n,b,l,v,x,b
e,n,w,g,s,x,b
p,f,w,l,v,k,n
p,f,w,l,v,k,n
e,n,w,g,n,k,b
e,n,b,l,v,b,b
e,n,w,g,n,k,b
p,s,w,d,v,k,n
p,f,w,p,v,k,n
p,y,w,l,v,k,n
p,y,w,d,v,k,n
p,s,w,l,v,x,n
e,n,n,l,c,k,b
p,f,w,d,v,k,n
p,s,w,d,v,k,n
p,f,w,l,v,k,n
e,n,w,g,s,x,b
p,y,w,d,v,f,n
p,y,w,l,v,k,n
p,f,w,d,v,k,n
e,n,b,l,v,f,b
e,n,w,d,y,x,b
p,s,w,d,v,k,n
p,s,w,l,v,k,n
e,n,w,g,s,b,b
p,s,w,p,v,k,n
p,y,w,p,v,k,n
e,n,n,l,c,x,b
e,n,w,g,s,x,b
e,n,w,g,n,x,b
p,y,w,p,v,f,n
p,s,w,d,v,f,n
e,n,w,p,v,f,b
p,y,w,d,v,k,n
e,n,w,g,s,x,b
p,s,w,p,v,k,n
p,y,w,p,v,k,n
p,f,w,p,v,x,n
e,n,w,g,s,x,b
e,n,n,l,v,f,b
p,f,w,p,v,x,n
e,n,w,g,s,b,b
p,f,w,l,v,k,n
e,n,w,g,s,x,b
p,m,w,d,c,f,b
e,n,o,l,v,x,b
e,n,w,g,n,b,b
e,n,o,l,v,b,b
p,f,w,d,v,k,n
e,n,o,l,v,f,b
e,n,w,g,n,x,b
p,f,w,p,v,k,n
e,n,w,g,n,x,b
e,n,w,p,v,f,b
p,f,w,l,v,k,n
e,n,w,g,n,k,b
e,n,y,l,c,k,b
p,f,w,d,v,k,n
p,y,w,l,v,k,n
p,s,w,p,v,k,n
p,s,w,d,v,k,n
e,n,o,l,c,k,b
p,s,w,p,v,k,n
e,n,w,g,s,k,b
p,f,w,p,v,k,n
e,n,w,p,y,f,b
p,s,w,p,v,k,n
e,n,w,g,s,x,b
p,f,w,d,v,k,n
p,y,w,d,v,k,n
p,f,w,l,v,k,n
e,n,o,l,c,b,b
e,n,w,g,n,k,b
e,n,o,l,c,b,b
e,n,w,p,y,f,b
p,m,w,d,c,k,b
p,y,w,d,v,x,n
p,f,w,p,v,k,n
e,n,y,l,v,k,b
e,n,o,l,c,k,b
e,n,w,p,v,x,b
p,s,w,l,v,k,n
p,y,w,l,v,k,n
p,s,w,l,v,k,n
p,y,w,d,v,k,n
p,f,w,p,v,k,n
e,n,w,p,v,f,b
e,n,n,l,c,x,b
e,n,w,g,n,b,b
e,n,w,g,s,k,b
e,n,o,l,c,f,b
e,n,o,l,c,k,b
e,n,w,g,n,k,b
p,f,w,l,v,k,n
e,n,w,g,s,b,b
p,y,w,p,v,k,n
p,y,w,d,v,k,n
p,f,w,d,v,k,n
e,n,y,l,v,x,b
e,n,w,p,y,x,b
e,n,w,g,n,b,b
p,f,w,d,v,f,n
p,f,w,l,v,k,n
p,y,w,p,v,k,n
e,n,y,l,c,x,b
e,n,n,l,v,x,b
e,n,w,g,s,b,b
p,f,w,p,v,x,n
